SchoolDepartment,CourseTitle,Finish Time,Email,RequiredSkill,Professors,GainedSkill,strartingOrAsgnmtDate,Hour,StartTime
Eng Leadership and Strategy,EXEC PROC: Jim Heishman retirement,2020-09-16 17:16:00,dwetherheadb@livejournal.com,Executive-Level Documentation,Samira Alaoui,Proofreading and Quality Assurance,2020-09-14,23:17:00,2020-09-14 23:17:00
Academic Affairs and Staff Devel,EI&R Honoree interviews,2020-09-16 17:17:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Brochures, Posters, Reports), Data Collection Tools, Event/Open Houses",Samira Alaoui,"Internal and External Communication, Graphic Design, Event Coordination, Data Collection Tools, Website Programming, Writing and Editing",2020-09-15,19:28:00,2020-09-15 19:28:00
Academic Affairs and Staff Devel,EI&R Department awards PowerPoint,2020-09-16 19:22:00,dwetherheadb@livejournal.com,"Graphic Design/Marketing (Brochures, Posters, Reports)",Samira Alaoui,Graphic Design,2020-09-15,19:35:00,2020-09-15 19:35:00
Academic Affairs & Staff Development,"HR: Burnout, Compassion Fatigue & Vicarious Trauma assessment form",2020-09-19 03:19:00,dwetherheadb@livejournal.com,Data Collection Tools,Samira Alaoui,"Proofreading and Quality Assurance, Data Collection Tools",2020-09-15,21:41:00,2020-09-15 21:41:00
Financial Eng,PEBB open enrollment,2020-09-19 03:20:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Writing and Editing, Graphic Design",2020-09-16,03:48:00,2020-09-16 03:48:00
Academic Affairs and Staff Devel,EI&R graphics & webpage,2020-09-24 19:40:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Brochures, Posters, Reports), Website Programming",Samira Alaoui,"Graphic Design, Internal and External Communication, Website Programming",2020-09-16,17:16:00,2020-09-16 17:16:00
Academic Affairs & Staff Development,2020 EI&R event messaging #2,2020-09-24 22:29:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Brochures, Posters, Reports), Data Collection Tools",Samira Alaoui,"Graphic Design, Website Programming, Internal and External Communication",2020-09-16,17:17:00,2020-09-16 17:17:00
Academic Affairs and Staff Devel,EI&R event spotlight,2020-09-26 01:44:00,dwetherheadb@livejournal.com,"Graphic Design/Marketing (Brochures, Posters, Reports), Internal and External Communication",Samira Alaoui,"Graphic Design, Internal and External Communication, Website Programming",2020-09-16,19:22:00,2020-09-16 19:22:00
Partnerships and External Collab,Flag lowering in honor of Justice Ruth Bader Ginsburg,2020-09-30 19:32:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"Proofreading and Quality Assurance, News and Media Communication",2020-09-19,03:19:00,2020-09-19 03:19:00
Technical Comm and Media,PCTV wins Station of the Year award,2020-09-30 20:47:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Proofreading and Quality Assurance, Website Programming",2020-09-19,03:20:00,2020-09-19 03:20:00
Academic Affairs and Staff Devel,EI&R call for awards,2020-10-01 00:00:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Brochures, Posters, Reports), Website Programming",Samira Alaoui,"Writing and Editing, Website Programming, Internal and External Communication, Graphic Design",2020-09-24,19:40:00,2020-09-24 19:40:00
Academic Affairs & Staff Development,Lunch & Learn: Elections,2020-10-06 18:25:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Brochures, Posters, Reports)",Samira Alaoui,"Graphic Design, Internal and External Communication, Writing and Editing",2020-09-24,22:29:00,2020-09-24 22:29:00
Academic Affairs & Staff Development,Group Decision Making Independent Learning fillable form,2020-10-13 03:31:00,dwetherheadb@livejournal.com,Data Collection Tools,Samira Alaoui,"Graphic Design, Data Collection Tools",2020-09-26,01:44:00,2020-09-26 01:44:00
Academic Affairs and Staff Devel,HR 2021 training catalog announcement,2020-10-13 20:33:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Graphic Design, Proofreading and Quality Assurance, Website Programming",2020-09-30,19:32:00,2020-09-30 19:32:00
Academic Affairs & Staff Development,Update Building Effective Teams fillable form,2020-10-14 21:40:00,dwetherheadb@livejournal.com,Data Collection Tools,Samira Alaoui,"Graphic Design, Proofreading and Quality Assurance, Data Collection Tools",2020-09-30,20:47:00,2020-09-30 20:47:00
Urban Planning and Public Infra,Pierce Trips News,2020-10-15 17:06:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Proofreading and Quality Assurance, Website Programming",2020-10-01,00:00:00,2020-10-01 00:00:00
Academic Affairs and Staff Dev,Young adult recruitment PowerPoint,2020-10-15 19:47:00,dwetherheadb@livejournal.com,"Graphic Design/Marketing (Brochures, Posters, Reports), News Writing and Editing",Samira Alaoui,"Presentation Design, Graphic Design",2020-10-06,18:25:00,2020-10-06 18:25:00
Academic Affairs and Staff Dev,HR Learning Admin training ppt,2020-10-16 00:24:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Brochures, Posters, Reports)",Samira Alaoui,"Graphic Design, Internal and External Communication, Presentation Design",2020-10-13,03:31:00,2020-10-13 03:31:00
Safety Eng and Crisis Management,Great ShakeOut message,2020-10-20 20:14:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Proofreading and Quality Assurance, Website Programming",2020-10-13,20:33:00,2020-10-13 20:33:00
Academic Affairs and Staff Dev,EVENT TIME CHANGE: See you online Oct. 21 at 6 p.m. for our employee event,2020-10-20 20:19:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Brochures, Posters, Reports)",Samira Alaoui,"Graphic Design, Internal and External Communication, Writing and Editing, Website Programming",2020-10-14,21:40:00,2020-10-14 21:40:00
Safety Engineering & Crisis Management,"Drop, cover and hold on for the ShakeOut drill",2020-10-21 19:31:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,Internal and External Communication,2020-10-15,17:06:00,2020-10-15 17:06:00
Urban Planning & Public Infrastructure,Required state commute survey,2020-10-22 20:12:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Proofreading and Quality Assurance, Internal and External Communication",2020-10-15,19:47:00,2020-10-15 19:47:00
Academic Affairs & Staff Development,Pierce County Nourish,2020-10-23 01:17:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Brochures, Posters, Reports)",Samira Alaoui,"Graphic Design, Internal and External Communication, Website Programming, Writing and Editing",2020-10-16,00:24:00,2020-10-16 00:24:00
Administrative and Procedural Eng,Cindi Hickman retirement announcement,2020-10-23 04:05:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Proofreading and Quality Assurance",2020-10-20,20:14:00,2020-10-20 20:14:00
Academic Affairs and Staff Dev,Mentorship program project,2020-10-23 04:16:00,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Graphic Design, Internal and External Communication, Website Programming, Writing and Editing, Survey Design and Data Analysis, Data Collection Tools",2020-10-20,20:19:00,2020-10-20 20:19:00
Academic Affairs and Staff Dev,EI&R virtual employee event reminder,2020-10-23 05:01:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Graphic Design, Internal and External Communication, Website Programming, Writing and Editing",2020-10-21,19:31:00,2020-10-21 19:31:00
Safety Engineering and Crisis Mgmt,"Spread love, not the flu release",2020-10-26 19:43:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"Proofreading and Quality Assurance, Website Programming, News and Media Communication",2020-10-22,20:12:00,2020-10-22 20:12:00
Safety Engineering and Crisis Mgmt,Great ShakeOUT selfie contest winners,2020-10-27 01:39:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,Internal and External Communication,2020-10-23,01:17:00,2020-10-23 01:17:00
Academic Affairs & Staff Development,Automated online Lenel badge scheduler components,2020-10-27 20:27:00,dwetherheadb@livejournal.com,"Website Programming, Data Collection Tools",Samira Alaoui,"Data Collection Tools, Website Programming",2020-10-23,04:05:00,2020-10-23 04:05:00
Academic Affairs and Staff Dev,DEI website redesign,2020-10-28 01:37:00,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Internal and External Communication, Graphic Design, Website Programming, Event Coordination, Writing and Editing",2020-10-23,04:16:00,2020-10-23 04:16:00
Financial Enginering,PEBB Open Enrollment reminder,2020-10-28 19:52:00,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Graphic Design, Internal and External Communication, Website Programming",2020-10-23,05:01:00,2020-10-23 05:01:00
Academic Affairs & Staff Development,Post EI&R event message,2020-10-29 01:21:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Writing and Editing",2020-10-26,19:43:00,2020-10-26 19:43:00
Governance and Policy Stud,Army vs. Navy food drive challenge campaign,2020-10-29 22:04:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Brochures, Posters, Reports), Website Programming",Samira Alaoui,"Graphic Design, Internal and External Communication, Technical Documentation, Website Programming",2020-10-27,01:39:00,2020-10-27 01:39:00
Urban Planning and Public Infra,Mobility Survey for residents,2020-11-02 00:00:00,dwetherheadb@livejournal.com,Social Media Strategy,Samira Alaoui,Social Media Strategy,2020-10-27,20:27:00,2020-10-27 20:27:00
Tech Communication and Media,Standing Ovation Awards video posts,2020-11-02 07:04:00,dwetherheadb@livejournal.com,Social Media Strategy,Samira Alaoui,Social Media Strategy,2020-10-28,01:37:00,2020-10-28 01:37:00
Urban Planning and Public Infra,Pierce Trips News,2020-11-17 21:13:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,No Skill,2020-10-28,19:52:00,2020-10-28 19:52:00
Academic Affairs & Staff Development,Lunch & Learn: DEI,2020-11-17 21:16:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Brochures, Posters, Reports)",Samira Alaoui,"Graphic Design, Internal and External Communication, Website Programming, Writing and Editing",2020-10-29,01:21:00,2020-10-29 01:21:00
Safety Engineering & Crisis Management,Outdoor siren warning system updated to help communities respond to emergencies,2020-11-17 21:28:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"Proofreading and Quality Assurance, Website Programming, News and Media Communication",2020-10-29,22:04:00,2020-10-29 22:04:00
Academic Affairs and Staff Devel,Career Event/Job Fair web landing page,2020-11-17 22:03:00,dwetherheadb@livejournal.com,Website Programming,Samira Alaoui,"Website Programming, Event Coordination, Public Outreach and Engagement",2020-11-02,00:00:00,2020-11-02 00:00:00
Academic Affairs & Staff Development,Job Fair/Career Event web landing page,2020-11-18 00:50:00,dwetherheadb@livejournal.com,Website Programming,Samira Alaoui,"Website Programming, Event Coordination, Public Outreach and Engagement",2020-11-02,07:04:00,2020-11-02 07:04:00
Financial Analysis & Management,Jon Hawkes retirement,2020-11-19 16:19:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Proofreading and Quality Assurance, Website Programming, Internal and External Communication",2020-11-17,21:13:00,2020-11-17 21:13:00
Technical Communication & Media,DEI Report,2020-11-19 22:51:00,dwetherheadb@livejournal.com,Technical Writing,Samira Alaoui,Internal and External Communication,2020-11-17,21:16:00,2020-11-17 21:16:00
Academic Affairs and Staff Devel,Post DEI lunch & learn survey,2020-11-19 23:21:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Survey Design and Data Analysis, Internal and External Communication, Website Programming, Proofreading and Quality Assurance",2020-11-17,21:28:00,2020-11-17 21:28:00
Academic Affairs & Staff Development,Form: Leading the individual strategy worksheet,2020-11-24 00:10:00,dwetherheadb@livejournal.com,Data Collection Tools,Samira Alaoui,"Proofreading and Quality Assurance, Data Collection Tools",2020-11-17,22:03:00,2020-11-17 22:03:00
Academic Affairs and Staff Dev,End-of-year vacation carry forward reminder,2020-11-24 01:20:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Graphic Design, Website Programming, Proofreading and Quality Assurance",2020-11-18,00:50:00,2020-11-18 00:50:00
Financal Engineering,2021 County calendars now available,2020-12-01 00:05:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Proofreading and Quality Assurance, Graphic Design",2020-11-19,16:19:00,2020-11-19 16:19:00
